idx,stem,statement,j_top,tok_top,j_tgt,tok_tgt,margin,margin_capped,m_post,m_pre,delta_face,delta_cone,cone_solved,cone_faces,delta_cone_pre,cone_solved_pre,cone_faces_pre,rmsnorm_penalty,z_norm,h_norm,delta_rel_z,alpha_md_full,radial_md_full,eps_req_md_full,alpha_mean_diff_tgt_asis,radial_mean_diff_tgt_asis,eps_req_mean_diff_tgt_asis,alpha_probe_grad_tgt_asis,radial_probe_grad_tgt_asis,eps_req_probe_grad_tgt_asis
171,The city of Weifang is in,The city of Weifang is in Indonesia.,573, the,4612, North,12.847008590149528,5.198282053625823,2.382512331008911,0.4646216224436258,5.392210744491411,6.511062138959516,True,3,32.69627759899849,True,3,5.021650369969199,174.725187948549,803.1393477605953,0.037264587981881675,0.003980394382927567,0.03758660932762141,1635.78316934782,0.017352129960029262,0.008360206559058347,375.2312917179498,0.012379493998259768,0.025281216678428746,525.9554340326672
1246,The city of Langfang is in,The city of Langfang is in China.,1315, He,573, the,0.3033515985842854,0.09880242801941996,2.2256009578704834,0.4254751227144392,0.13630098311718045,0.13643720938547624,True,1,0.7136840903725672,True,1,5.230861094176989,187.5834232542185,820.8593354652656,0.0007273415050143987,0.03201749344313979,0.02679473140480689,4.261333249830332,0.026936235214585484,0.004422231942381383,5.06519223263977,0.010029816226115651,0.012534489687944,13.603161444795052
45,The city of Nowrangapur is in,The city of Nowrangapur is in Vietnam.,573, the,4316, South,15.980429286004316,5.057855959846245,2.3504762649536133,0.5143329644144532,6.79880478874765,6.805604211779724,True,1,31.101273581118487,True,1,4.5699503840211175,232.6059299705022,716.9369343480759,0.029258085607029766,0.003849737503633155,0.050417159216599186,1767.8099364844998,0.008599768844292014,0.034265055815101544,791.3705978616921,0.014290742996713797,0.032032185594481885,476.22465909188173
467,The city of Tembisa is in the,The city of Tembisa is in the Philippines.,637, E,4316, South,6.487864726754985,3.1268599441756404,2.212337017059326,0.46139662511362517,2.9325842657457133,3.442821318168564,True,4,16.736622694066085,True,5,4.8613102880893235,173.7696251643838,797.2765002560175,0.019812561113092694,0.0031624429147779796,0.06952735186714998,1088.6588030033322,0.032820277992525765,0.004313418393914312,104.89921258292222,0.018901508693018532,0.016886673929579266,182.14531834912233
767,The city of Narela is in,The city of Narela is in Turkey.,573, the,4612, North,7.508523246709537,2.021056825171449,2.382512331008911,0.5365087103040869,3.1515149571250856,3.154666087106757,True,1,14.009182304223328,True,2,4.44078134338192,189.56030009384784,695.7976218361093,0.01664201884859298,0.003980394382927567,0.0115863011695208,792.5511352939128,0.017352129960029262,0.019800037604132684,181.80281581417094,0.012379493998259768,0.0001542237632092911,254.8299702354733
408,The city of Warri is in,The city of Warri is in Nigeria.,24808, Delta,573, the,1.8386977901998094,0.5362535723061101,2.6749675273895264,0.5664969419940249,0.6873720040983734,0.6880594942103714,True,1,3.2489794046192726,True,1,4.721945459597002,187.36651762536994,734.4020163122299,0.0036722649432280757,0.024954714517756604,0.012088989975889608,27.572324809437532,0.003898101909676719,0.016347518995492326,176.51141764721953,0.018579879287114066,0.007895976236795043,37.03250616313583
596,The city of Zibo is in,The city of Zibo is in China.,573, the,4612, North,11.959656457930798,5.048556670413569,2.382512331008911,0.45728643354473825,5.019766866376007,6.260849688465787,True,2,31.873547205003053,True,2,5.09092995216335,179.00987622930916,816.0867521602312,0.034974884181505864,0.003980394382927567,0.04024163527502868,1572.921948468069,0.017352129960029262,0.023884990397550425,360.8115950541918,0.012379493998259768,0.011999183916708152,505.7435860743499
898,The city of Kalininskiy is in,The city of Kalininskiy is in Russia.,573, the,19066, Ukraine,27.814458187648757,5.46366919464019,2.886991500854492,0.7695862619476604,9.634409446448398,9.699988997314453,True,4,36.32721890110009,True,4,3.745078361548418,230.29054293620496,595.837422291912,0.042120657121389224,0.00933866615784833,0.03867718405551724,1038.6910543067718,0.003575865219965946,0.02672348264992592,2712.6271267592206,0.03130047980941746,0.022844653060414024,309.89905127256196
150,The city of Dehra Dun is in,The city of Dehra Dun is in India.,573, the,4612, North,19.66176218119119,4.912598270545013,2.382512331008911,0.5681563407853819,8.252533229435635,8.779115485959363,True,2,36.32858300748014,True,2,4.138068700153365,185.70562365166765,656.261167057684,0.04727436527407782,0.003980394382927567,0.004090585179361649,2205.5893565758556,0.017352129960029262,0.01991192744802299,505.93878135895187,0.012379493998259768,0.005553709165036313,709.1659390273525
765,The city of Theni is in,The city of Theni is in Nigeria.,573, the,4316, South,14.335097807130598,5.09994457360123,2.3504762649536133,0.4972990078002415,6.098805599899772,6.595825941385239,True,3,30.575122441093296,True,3,4.63552596942423,182.5227368410776,741.6301270800168,0.03613700986265738,0.003849737503633155,0.022585764216945078,1713.3183587609512,0.008599768844292014,0.003580555042790351,766.9771200609808,0.014290742996713797,0.00416746998659651,461.54534742539073
20,The city of Jiaxing is in,The city of Jiaxing is in China.,573, the,4612, North,13.925574299275588,5.380413168642226,2.382512331008911,0.47673234938929704,5.844911742126678,6.679357282322295,True,3,32.74607841822172,True,3,4.902579250385074,182.86407453282425,782.6555376821613,0.0365263505113649,0.003980394382927567,0.02399273212572265,1678.0641915713009,0.017352129960029262,0.004996067892711566,384.9301093127031,0.012379493998259768,0.018203024622583455,539.5501046538119
1271,The city of Nagpur is in,The city of Nagpur is in Denmark.,573, the,4316, South,20.7589845043766,5.821902006832758,2.3504762649536133,0.5753988136855511,8.831820518207309,8.991511847550049,True,3,36.503846629647356,True,3,4.059811881312673,183.09087032630933,640.4360942641002,0.049109558720897124,0.003849737503633155,0.018551790222359477,2335.616867140783,0.008599768844292014,0.032260577798384,1045.552736399194,0.014290742996713797,0.008168106180142513,629.1843502900917
1190,The city of Barnaul is in,The city of Barnaul is in Russia.,573, the,4316, South,13.75414272489715,4.648559891433324,2.3504762649536133,0.5004761407536273,5.851640763183196,6.1554800188072,True,3,28.633505198223993,True,3,4.651709551609032,180.49776305127088,736.9662983422603,0.03410280501403621,0.003849737503633155,0.037107059329817095,1598.9349956972446,0.008599768844292014,0.005758675978752289,715.7727295068892,0.014290742996713797,0.017170924512226335,430.73197945150037
86,The city of Sokoto is in,The city of Sokoto is in Nigeria.,573, the,4612, North,9.837813764353939,2.9947034239698986,2.382512331008911,0.5450678821121382,4.129176431245569,4.220854146276227,True,4,18.339968497201887,True,4,4.345084634914949,192.55777709746977,684.7722550554355,0.021919935979213635,0.003980394382927567,0.03324442783294159,1060.4110397653114,0.017352129960029262,0.021458162775365882,243.24703399519197,0.012379493998259768,0.028238830881756348,340.95530454391496
